"date"	"term"	"tweet"	"lat"	"long"	"n_followers"	"date2"	"time"
2015-02-15	"ALCOHOLIC"	"@ennairb3_: @keedy_ydeek3: \"@TheRealTeezy7: Im really am alcoholic and it's sad \""	29.977495	-90.224826	1605	2015-02-15 15:00:26	"15:00"
2015-02-15	"ALCOHOLIC"	"Working at the liquor store is turning me into an alcoholic, I go home with a bottle every night"	41.668007	-72.767332	1302	2015-02-15 15:29:42	"15:29"
2015-02-15	"ALCOHOLIC"	"Mum had 2 double vodka and cokes waiting for me for when I arrived. Sure she thinks I'm an alcoholic"	53.785176	-2.247257	478	2015-02-15 16:10:37	"16:10"
2015-02-15	"ALCOHOLIC"	"@Dom_Founded is that the cool way of saying alcoholic?"	35.695242	139.796754	185	2015-02-15 16:17:49	"16:17"
2015-02-15	"ALCOHOLIC"	"@nsshaw93 you my friend are still an alcoholic"	37.535691	-76.658378	1277	2015-02-15 16:23:51	"16:23"
2015-02-15	"ALCOHOLIC"	"@Emily_eMorales is already making alcoholic drinks this early in the morning, please control her @JesseEdelstein"	39.520422	-75.012819	152	2015-02-15 16:24:31	"16:24"
2015-02-15	"ALCOHOLIC"	"This just in...The weather is depressing, it's ok if it makes you wanna be an alcoholic. It's a negative today.Back to you @RandomlyRufus"	42.918264	-78.748408	534	2015-02-15 16:33:07	"16:33"
2015-02-15	"ALCOHOLIC"	"@joshuapaulshow By chatting to people on social media at the same time as drinking, you're a social drinker. Not an alcoholic."	51.53777	0.788922	226	2015-02-15 16:33:36	"16:33"
2015-02-15	"ALCOHOLIC"	"I am confused, heartbroken &amp; in awe .... Did I just passout from drinking non-alcoholic beer ??? How is this life o_O ???"	-25.98275	28.100938	234	2015-02-15 16:36:07	"16:36"
2015-02-15	"ALCOHOLIC"	"Hello my name's Shazzo and I'm an alcoholic. #hic"	53.383569	-6.172356	83	2015-02-15 16:51:41	"16:51"
2015-02-15	"ALCOHOLIC"	"Cherry Sunrise,  the best alcoholic beverage EVER."	34.008506	-86.217432	1020	2015-02-15 16:51:42	"16:51"
2015-02-15	"ALCOHOLIC"	"Would I be considered an alcoholic if i had a margarita at 1:00??"	36.951323	-86.438722	3356	2015-02-15 16:58:57	"16:58"
2015-02-15	"ALCOHOLIC"	"@drunk: When people tell me I'm an alcoholic http://t.co/TauMljIGgZ @Mimilicious53"	40.623915	-111.815426	184	2015-02-15 17:06:06	"17:06"
2015-02-15	"ALCOHOLIC"	"@drunk: When people tell me I'm an alcoholic http://t.co/CWNtYeVTfd  my life"	40.237596	-74.039136	221	2015-02-15 17:18:27	"17:18"
2015-02-15	"ALCOHOLIC"	"I am not an alcoholic http://t.co/FuccQles9c"	51.645072	-0.061292	893	2015-02-15 17:21:52	"17:21"
2015-02-15	"ALCOHOLIC"	"@A_Shep23 alcoholic."	49.304192	10.638029	342	2015-02-15 17:26:01	"17:26"
2015-02-15	"ALCOHOLIC"	"Hoping this cranberry green tea is going to flush the alcoholic toxins out of my body"	52.481305	-1.8895	180	2015-02-15 17:29:44	"17:29"
2015-02-15	"ALCOHOLIC"	"oh the alcoholic afternoons we spent in your room, they meant to me more than any, than any living thing on earth"	45.433863	12.336343	210	2015-02-15 17:31:05	"17:31"
2015-02-15	"ALCOHOLIC"	"@duffy_eoin my two alcoholic friends probably would"	53.356913	-6.471478	300	2015-02-15 17:43:27	"17:43"
2015-02-15	"ALCOHOLIC"	"@drunk: When people tell me I'm an alcoholic http://t.co/hRw9g4sRkn @l0ljessica"	33.799686	-79.011429	799	2015-02-15 17:55:55	"17:55"
2015-02-15	"ALCOHOLIC"	"@taja_baby this lady let an alcoholic babysit her kid whose gf is a prostitute funny and interesting"	33.468127	-81.995049	624	2015-02-15 18:02:40	"18:02"
2015-02-15	"ALCOHOLIC"	"\"Whys your stomach hurt?\"\"Cause I'm a chronic alcoholic\"@Samantha_Dawn  #Dead"	36.731003	-86.196534	665	2015-02-15 18:04:58	"18:04"
2015-02-15	"ALCOHOLIC"	"@drunk: When people tell me I'm an alcoholic http://t.co/VQeQ67yW0u @AlexTalcott_"	32.88809	-116.938396	889	2015-02-15 18:08:21	"18:08"
2015-02-15	"ALCOHOLIC"	"@drunk: When people tell me I'm an alcoholic http://t.co/WqgD9MKCHF @Espinoza_Ram93 @Conner_Spencer"	27.857534	-97.210384	346	2015-02-15 18:09:37	"18:09"
2015-02-15	"ALCOHOLIC"	"@drunk: When people tell me I'm an alcoholic http://t.co/NXsh4pch77 @vannnny27"	28.343732	-82.234998	193	2015-02-15 18:11:50	"18:11"
2015-02-15	"ALCOHOLIC"	"Well now that I'm convinced I'm an alcoholic I'll start doing something to fix my problem"	40.405238	-104.693238	726	2015-02-15 18:18:22	"18:18"
2015-02-15	"ALCOHOLIC"	"@alyciareneeb22 no. on facetime you left me to go to the liquor store #alcoholic"	38.805728	-94.901793	422	2015-02-15 18:24:29	"18:24"
2015-02-15	"ALCOHOLIC"	"Bottomless mimosas and brunch, what not a better way to end this alcoholic weekend  @ Moda http://t.co/XexP7QpjmA"	30.436272	-84.296519	320	2015-02-15 18:25:17	"18:25"
2015-02-15	"ALCOHOLIC"	"\"@LuuNgiile: If we not allowed to drink and drive, why do cars have cup holders ?\" for non alcoholic beverages"	-26.06647	28.019245	227	2015-02-15 18:25:21	"18:25"
2015-02-15	"ALCOHOLIC"	"\"Functioning Alcoholic\" is just a really bad humble brag."	32.799644	-79.99728	314	2015-02-15 18:29:05	"18:29"
2015-02-15	"ALCOHOLIC"	"@PaigieLeeann im just an alcoholic on the weekend"	40.179218	-84.759134	500	2015-02-15 18:30:56	"18:30"
2015-02-15	"ALCOHOLIC"	"I felt a little depressed, so I poured a glass of wine. Feeling like an alcoholic right now!"	50.845223	0.490282	4528	2015-02-15 18:35:24	"18:35"
2015-02-15	"ALCOHOLIC"	"@jessicartinsley alcoholic ?"	53.715408	-1.939585	200	2015-02-15 18:43:14	"18:43"
2015-02-15	"ALCOHOLIC"	"I would like an alcoholic beverage, but I'm out of vodka!"	39.11085	-94.586689	266	2015-02-15 18:44:29	"18:44"
2015-02-15	"ALCOHOLIC"	"\"Blind guy finds his way out. Homeless eats a life time. Alcoholic grows his beard back. And smokers lungst a life time\" Sam Thomas"	40.427719	-74.35084	370	2015-02-15 19:00:02	"19:00"
2015-02-15	"ALCOHOLIC"	"@Capt_Fishpaste you may have seen me getting hurled head-first into all the glass bottles on the bar like an alcoholic slide."	54.893202	-1.389921	235	2015-02-15 19:01:29	"19:01"
2015-02-15	"ALCOHOLIC"	"@bizurkekidd alcoholic"	41.462788	-87.043297	796	2015-02-15 19:04:08	"19:04"
2015-02-15	"ALCOHOLIC"	"Idk i dont think being a borderline alcoholic is something you should be proud of at 15, 16, or 17 years old"	41.178644	-90.11594	293	2015-02-15 19:10:28	"19:10"
2015-02-15	"ALCOHOLIC"	"Based on mass of humans I just saw the CEO of Costco should visit YYT and buy every member an alcoholic beverage of their choice. Maybe two."	47.618005	-52.710109	2218	2015-02-15 19:21:50	"19:21"
2015-02-15	"ALCOHOLIC"	"@drunk: When people tell me I'm an alcoholic http://t.co/9Yp7mlR6hy @Tyler_Terry_ @AutumnGreetings"	35.354076	-94.426665	608	2015-02-15 19:48:58	"19:48"
2015-02-15	"ALCOHOLIC"	"If you're an alcoholic that only drinks wine, you just seem classier than the rest of the alcoholics. Good for you"	43.223814	-77.684575	118	2015-02-15 20:11:46	"20:11"
2015-02-15	"ALCOHOLIC"	"@Alayne_Johnson more like alcoholic then there's me"	31.070164	-97.361456	252	2015-02-15 20:28:05	"20:28"
2015-02-15	"ALCOHOLIC"	"- im a alcoholic i love liquor white or brown i will buy a 5th any day of da week. plus beer"	33.614681	-84.246893	293	2015-02-15 20:36:54	"20:36"
2015-02-15	"ALCOHOLIC"	"It's been a alcoholic free weekend but... It's been a good one!"	53.529816	-2.135106	127	2015-02-15 20:40:16	"20:40"
2015-02-15	"ALCOHOLIC"	"I think I might be an alcoholic"	52.350311	0.516148	427	2015-02-15 20:55:00	"20:55"
2015-02-15	"ALCOHOLIC"	"@Luci_Perl @Mongie17 that bottle is non-alcoholic."	-33.976609	25.636551	103	2015-02-15 20:55:59	"20:55"
2015-02-15	"ALCOHOLIC"	"Recovering alcoholic sees the world through the eyes of policeofficer http://t.co/g8BdySzQW4"	43.969515	-99.901813	1327	2015-02-15 21:02:12	"21:02"
2015-02-15	"ALCOHOLIC"	"When you convince your friend you're an alcoholic currently going to an aa meeting @preston_dylan"	33.645397	-112.184074	499	2015-02-15 21:06:47	"21:06"
2015-02-15	"ALCOHOLIC"	"Why does wine make me feel so much more drunk than any other alcoholic drink ?"	50.149248	-5.061565	295	2015-02-15 21:09:15	"21:09"
2015-02-15	"ALCOHOLIC"	"I'm in sweats and a Jack Daniels hoodie. I look like an alcoholic!"	41.242885	-81.805739	968	2015-02-15 21:10:50	"21:10"
2015-02-15	"ALCOHOLIC"	"when I hit 18 I genuinely think I'll become an alcoholic"	53.270263	-2.910696	287	2015-02-15 21:13:58	"21:13"
2015-02-15	"ALCOHOLIC"	"@BlankPoints NEVER ONCE DID THDG MENTION KOSUKE BEING AN ALCOHOLIC. OMFG DEGIANTART"	40.848755	-74.170297	87	2015-02-15 21:22:35	"21:22"
2015-02-15	"ALCOHOLIC"	"Cheers Deano a had no idea how drinking alcoholic drinks goes"	54.991484	-1.544786	136	2015-02-15 21:40:54	"21:40"
2015-02-15	"ALCOHOLIC"	"I think I'm going to indulge in some alcoholic beverages today"	42.840504	-78.814486	283	2015-02-15 21:46:30	"21:46"
2015-02-15	"ALCOHOLIC"	"Have a few bevvies at home and my parents full on accuse me of being an alcoholic."	51.891456	-0.410302	175	2015-02-15 21:47:22	"21:47"
2015-02-15	"ALCOHOLIC"	"Who wants to indulge in an alcoholic beverage"	41.126249	-73.935909	303	2015-02-15 21:56:02	"21:56"
2015-02-15	"ALCOHOLIC"	"#meSsed #up #cathoLic #church #wholE #bath #bourbon #addict #alcoholic #smokE #balls #mouth #fuck http://t.co/ZRAcyPe4mm"	37.53363	-77.427481	167	2015-02-15 22:01:57	"22:01"
2015-02-15	"ALCOHOLIC"	"@coloradorebecca: @The20TeenAge  bc it's funny AND TRUE!!! Doesn't mean I'm an alcoholic you stupid Bitch!*I drank too much last decade"	44.066903	-92.49262	477	2015-02-15 22:05:21	"22:05"
2015-02-15	"ALCOHOLIC"	"Literally reduced to taking a fiver out of the cash point for a drink at the Union. #Pauper #Alcoholic #StudentProblems"	51.455251	-0.246807	229	2015-02-15 22:17:41	"22:17"
2015-02-15	"ALCOHOLIC"	"We just closed a Latin Quarter joint called Le Descartes, which feels like the ultimate nerd alcoholic cred http://t.co/veqJlAUwQh"	48.84594	2.350615	1253	2015-02-15 22:20:15	"22:20"
2015-02-15	"ALCOHOLIC"	"Sunday drinking at a bar is a less alcoholic feeling that drinkin... (Endless Skyway Bitter (ESB)) http://t.co/ki2xvGHzY0"	35.4942	-97.5213	22	2015-02-15 22:27:57	"22:27"
2015-02-15	"ALCOHOLIC"	"I'm an alcoholic...someone help me.  #NOT  @jooliagoolia10 I need my whiskey girl! http://t.co/gYhcbWC3i7"	33.807577	-117.91908	114	2015-02-15 22:29:28	"22:29"
2015-02-15	"ALCOHOLIC"	"I might be an alcoholic after this winter!!"	41.97313	-70.975196	92	2015-02-15 22:40:03	"22:40"
2015-02-15	"ALCOHOLIC"	"Boy I want you like an alcoholic.."	29.879525	-90.082202	952	2015-02-15 22:45:12	"22:45"
2015-02-15	"ALCOHOLIC"	"First time I've had a non alcoholic drink since Friday morning #healthyliving"	53.781207	-1.075206	145	2015-02-15 23:02:06	"23:02"
2015-02-15	"ALCOHOLIC"	"I'm beginning to condone Amy's alcoholic tendencies because she functions better as a drunk than a normal person #givetothepoor #letherdrink"	41.691634	-86.235578	441	2015-02-15 23:24:05	"23:24"
2015-02-15	"ALCOHOLIC"	"Corey an alcoholic...... Nahhhhh! Pot head maybe! Lol"	38.707681	-121.355415	10731	2015-02-15 23:26:21	"23:26"
2015-02-15	"ALCOHOLIC"	"For the alcoholic cat lover or curser!  LOL @ Urban Outfitters http://t.co/L25Jz5rgHv"	35.08066	-106.608533	1512	2015-02-15 23:36:27	"23:36"
2015-02-15	"ALCOHOLIC"	"Why does Jessica Lange always play an alcoholic in AHS?"	34.229996	-116.058016	153	2015-02-15 23:53:24	"23:53"
2015-02-15	"ALCOHOLIC"	"I need a volunteer to drink mimosas with me all day so I don't feel like a loner alcoholic"	29.885776	-97.925647	491	2015-02-15 23:55:06	"23:55"
2015-02-15	"ALCOHOLIC"	"I want you like a alcoholic"	37.351128	-120.473153	705	2015-02-15 23:56:21	"23:56"
2015-02-15	"ALCOHOLIC"	"Selena making me look like an alcoholic"	35.375738	-118.967145	55	2015-02-15 23:59:48	"23:59"
2015-02-16	"ALCOHOLIC"	"@Fxckkin_Michael fucken alcoholic"	34.057987	-117.914932	65	2015-02-16 00:13:26	"00:13"
2015-02-16	"ALCOHOLIC"	"\"@joshingstern: Never underestimate the power of drinking like a fish#PointsMe http://t.co/mdZrrcoVfg\" since I'm a alcoholic..."	31.521871	-90.165081	85	2015-02-16 00:21:49	"00:21"
2015-02-16	"ALCOHOLIC"	"@happyfeet_23 damn you already an alcoholic"	29.740653	-95.292252	417	2015-02-16 00:26:57	"00:26"
2015-02-16	"ALCOHOLIC"	"I'm an alcoholic"	36.005952	-96.091072	244	2015-02-16 00:49:19	"00:49"
2015-02-16	"ALCOHOLIC"	"If you want an alcoholic pathetic no good nasty slut then you deserve her."	35.237575	-80.528536	177	2015-02-16 00:49:25	"00:49"
2015-02-16	"ALCOHOLIC"	"\"@CoIlegefessions: 'You'll become an alcoholic in college.. That was highschool for me and now in college I barely drink.'\" #lifestory"	42.125436	-77.034487	150	2015-02-16 00:49:35	"00:49"
2015-02-16	"ALCOHOLIC"	"@ttttaaak: happy birthday to my alcoholic buddy @AR_Kessinger   i miss you so much please dont die tonight  http://t.co/FKv8or0SnT"	38.236153	-85.544758	575	2015-02-16 00:57:10	"00:57"
2015-02-16	"ALCOHOLIC"	"I'm an out-of-practice alcoholic tonight."	40.742182	-73.924875	670	2015-02-16 01:00:32	"01:00"
2015-02-16	"ALCOHOLIC"	"This day next month I will be home and preparing myself for some alcoholic beverages.."	51.512962	-0.097991	50	2015-02-16 01:11:58	"01:11"
2015-02-16	"ALCOHOLIC"	"is it still considering pmsing if you're craving alcohol or is that just being an alcoholic (asking for a friend)"	40.942452	-74.23223	419	2015-02-16 01:18:25	"01:18"
2015-02-16	"ALCOHOLIC"	"my dad's called me an alcoholic at least 60 times tonight so that's great"	41.496766	-72.823594	2514	2015-02-16 01:33:21	"01:33"
2015-02-16	"ALCOHOLIC"	"I'm so glad I don't do retail any more. Ceasing retail stopped me becoming a confirmed alcoholic."	33.807631	-81.215335	50	2015-02-16 01:38:05	"01:38"
2015-02-16	"ALCOHOLIC"	"I promise you I'm not an alcoholic, I'm just a wineoholic"	50.700657	-120.358014	658	2015-02-16 01:40:10	"01:40"
2015-02-16	"ALCOHOLIC"	"#alcoholic @ariellegatbontn"	14.552324	121.014674	139	2015-02-16 01:44:33	"01:44"
2015-02-16	"ALCOHOLIC"	"I wish I was Russian so I could have an excuse to be a rude alcoholic."	35.402695	-80.543198	1601	2015-02-16 01:53:18	"01:53"
2015-02-16	"ALCOHOLIC"	"Removed all the alcoholic and liquor bottles from me room; kinda wanted to puke kinda wanted to pat my own shoulder"	41.317078	-73.098311	219	2015-02-16 01:56:08	"01:56"
2015-02-16	"ALCOHOLIC"	"Removed all the alcoholic and liquor bottles from my room; kinda wanted to puke kinda wanted to pat my own shoulder"	41.316765	-73.098495	219	2015-02-16 01:56:33	"01:56"
2015-02-16	"ALCOHOLIC"	"i don't like being sick because it stops me from being my usual alcoholic self"	25.793464	-80.15401	2006	2015-02-16 02:13:49	"02:13"
2015-02-16	"ALCOHOLIC"	"NO ALCOHOLIC BEVERAGES ALLOWED IN MY HOUSE ONLY CHOCOLATE MILK"	41.258566	-96.011441	438	2015-02-16 02:16:39	"02:16"
2015-02-16	"ALCOHOLIC"	"@DaRealPatrickP: So #BrieMode is about being an #alcoholic &amp; getting #trashed ? #TotalDivas,@TotalDivas"	43.066865	-75.288594	4	2015-02-16 02:16:51	"02:16"
2015-02-16	"ALCOHOLIC"	"@joyyysef PARTY NO DRUGS OR LIQUOR ALLOWED ONLY NON ALCOHOLIC BEER AND CHOC MILK"	41.25853	-96.011527	438	2015-02-16 02:18:27	"02:18"
2015-02-16	"ALCOHOLIC"	"@lingg_lingg: Low key might be an alcoholic"	32.414466	-81.781532	629	2015-02-16 02:23:55	"02:23"
2015-02-16	"ALCOHOLIC"	"Are you an alcoholic or just a problem drinker?\"   \"...yes,"	42.821572	-71.633553	97	2015-02-16 02:29:08	"02:29"
2015-02-16	"ALCOHOLIC"	"@cookiesthekitty you weren't an alcoholic, not by a very long stretch of the imagination."	51.373221	-0.152233	43	2015-02-16 02:40:58	"02:40"
2015-02-16	"ALCOHOLIC"	"@KGullic @HiddlestonHeart When it's alcoholic, anyway. :)"	42.03328	-91.72288	942	2015-02-16 02:45:37	"02:45"
2015-02-16	"ALCOHOLIC"	"@ i am alcoholic  http://t.co/hwBRgPuygv"	-6.78533	107.649247	175	2015-02-16 02:47:38	"02:47"
2015-02-16	"ALCOHOLIC"	"Work saves me from being an alcoholic"	40.442666	-79.959465	1019	2015-02-16 02:48:55	"02:48"
2015-02-16	"ALCOHOLIC"	"@ i am alcoholic  http://t.co/o8D0dct4am"	-6.78533	107.649247	175	2015-02-16 02:50:36	"02:50"
2015-02-16	"ALCOHOLIC"	"I hate fashion like a recovering alcoholic hates alcohol"	32.843017	-97.143641	368	2015-02-16 03:02:41	"03:02"
2015-02-16	"ALCOHOLIC"	"Two young people died yesterday because someone had been drinking. Prayer changes things not alcoholic beverages."	40.016525	-75.149572	49	2015-02-16 03:11:44	"03:11"
2015-02-16	"ALCOHOLIC"	"\"look I'm Kermit the frog but like if Kermit the frog was an alcoholic\" http://t.co/5fUFdDshim"	39.071737	-84.577466	608	2015-02-16 03:42:49	"03:42"
2015-02-16	"ALCOHOLIC"	"\"Everytime i drink, i drink like an alcoholic\""	32.512874	-94.755171	397	2015-02-16 03:46:01	"03:46"
2015-02-16	"ALCOHOLIC"	"@PinayGirl24 HAHAHAAHAHAHAHH U WOULD KNO U ALCOHOLIC"	47.092375	-122.626147	712	2015-02-16 03:58:57	"03:58"
2015-02-16	"ALCOHOLIC"	"but, it's too late &amp; i'll feel like an alcoholic"	41.729561	-88.235625	1364	2015-02-16 04:12:16	"04:12"
2015-02-16	"ALCOHOLIC"	"Disclaimer: Most pain has been absorbed by alcoholic intake"	-33.874305	151.206931	410	2015-02-16 04:15:59	"04:15"
2015-02-16	"ALCOHOLIC"	"Had to cut a lady off at the bar because she was waving $20 bills at me yelling \"I'm an alcoholic I need a drink\" yaa not gonna work."	26.354087	-80.085867	357	2015-02-16 04:21:36	"04:21"
2015-02-16	"ALCOHOLIC"	"If I'm not depressed then youre not an alcoholic, which we both know is a lie."	35.868554	-84.066794	670	2015-02-16 04:33:54	"04:33"
2015-02-16	"ALCOHOLIC"	"\"@brittaaannyc: \"Don't wanna get drunk but I don't wanna stop\" truuu life: @Jeneenerz is an alcoholic\" @RobTheVibes britt said this is 4 u"	40.492054	-74.442911	248	2015-02-16 04:34:59	"04:34"
2015-02-16	"ALCOHOLIC"	"@satanstacos He was an alcoholic and addicted to prescription drugs. I know my Friends trivia. Nbd."	41.135994	-96.621662	159	2015-02-16 04:50:36	"04:50"
2015-02-16	"ALCOHOLIC"	"I'm pretty much becoming an alcoholic"	39.284276	-84.576714	350	2015-02-16 04:51:34	"04:51"
2015-02-16	"ALCOHOLIC"	"@BBBBre: Alcoholic baby bottles  http://t.co/en9FJXOTyw HELLO 911 SHE IS UNDER AGE"	33.531576	-112.343831	336	2015-02-16 04:54:24	"04:54"
2015-02-16	"ALCOHOLIC"	"Saddest thing in the world is an alcoholic with nothing to drink!"	35.202084	-80.873073	53	2015-02-16 05:04:14	"05:04"
2015-02-16	"ALCOHOLIC"	"my bf is turning me into an alcoholic"	33.81149	-117.921712	1370	2015-02-16 05:19:04	"05:19"
2015-02-16	"ALCOHOLIC"	"Real life think imma alcoholic now #FreaksNGeeks4 http://t.co/JsME3inGWt"	33.240562	-95.909336	2844	2015-02-16 05:29:14	"05:29"
2015-02-16	"ALCOHOLIC"	"I'm learning @p_cal: @CrueTrillz cheap alcoholic anything is wicked"	40.881011	-73.866347	883	2015-02-16 05:47:05	"05:47"
2015-02-16	"ALCOHOLIC"	"My is why mom an alcoholic?"	44.311826	-78.319256	549	2015-02-16 05:50:06	"05:50"
2015-02-16	"ALCOHOLIC"	"@let_me_kill_it @jazzdiamonds11 @_TheNobleOne_ nigga your an alcoholic"	43.524932	-96.834716	599	2015-02-16 05:52:36	"05:52"
2015-02-16	"ALCOHOLIC"	"My girlfriend takes 40 year old Hungry Man salsbury steak frozen dinner alcoholic shits."	36.132224	-115.333863	316	2015-02-16 05:57:36	"05:57"
2015-02-16	"ALCOHOLIC"	"An alcoholic and a stoner obviously cant make it together"	44.090741	-93.234841	1178	2015-02-16 06:03:00	"06:03"
2015-02-16	"ALCOHOLIC"	"@Mary_Mathers I may call an intervention. You're not an alcoholic, you just have awful beer."	53.808153	-1.774401	229	2015-02-16 06:03:18	"06:03"
2015-02-16	"ALCOHOLIC"	"Just took off my bra so I guess my first alcoholic purchase is not gonna be at midnight  lol"	34.413341	-119.858107	352	2015-02-16 06:07:05	"06:07"
2015-02-16	"ALCOHOLIC"	"This place has done wonders to my drinking tolerance #alcoholic"	30.439801	-84.316543	106	2015-02-16 06:10:21	"06:10"
2015-02-16	"ALCOHOLIC"	"Payton's a alcoholic."	41.650201	-83.512723	843	2015-02-16 06:14:57	"06:14"
2015-02-16	"ALCOHOLIC"	"Jesus that was such an alcoholic tweet"	40.03422	-75.15413	734	2015-02-16 06:41:40	"06:41"
2015-02-16	"ALCOHOLIC"	"I'm probably gonna be an alcoholic when I'm 21"	35.608964	-87.101457	2095	2015-02-16 07:00:20	"07:00"
2015-02-16	"ALCOHOLIC"	"16days without an alcoholic drink. Dry Feb is going well."	50.799558	0.061402	17	2015-02-16 07:10:33	"07:10"
2015-02-16	"ALCOHOLIC"	"Haven't had any alcoholic beverages in about 2 years"	37.387416	-121.951955	914	2015-02-16 07:12:49	"07:12"
2015-02-16	"ALCOHOLIC"	"Trying to write a note incorporating alcoholic beverages isn't as easy as I thought it would be lmao"	37.655781	-98.713434	809	2015-02-16 07:19:41	"07:19"
2015-02-16	"ALCOHOLIC"	"Cway @Itz_Konani: Your Favourite Alcoholic Drink? #DownloadSHOKIRI #MarchForwardWithGEJ"	7.437412	3.898582	2619	2015-02-16 07:40:10	"07:40"
2015-02-16	"ALCOHOLIC"	"[ never get sloppy drunk but sometimes alcohol is problem solving , said every alcoholic everywhere ]"	-25.773268	28.284912	310	2015-02-16 07:43:24	"07:43"
2015-02-16	"ALCOHOLIC"	"I've thrown up, this is my third time in my life and I'm an alcoholic...."	39.005952	-84.637334	764	2015-02-16 07:48:27	"07:48"
2015-02-16	"ALCOHOLIC"	"We don't believe in chasers, this is why I'm am alcoholic! @nkarina24 #TeachingHerTheValleyWays"	34.595891	-120.14044	62	2015-02-16 08:10:39	"08:10"
2015-02-16	"ALCOHOLIC"	"@CayenNg they think hearing alcoholic beverage names encourages it's listeners to drink"	3.044655	101.58318	55	2015-02-16 09:20:24	"09:20"
2015-02-16	"ALCOHOLIC"	"don't bother me, i'm too busy being an alcoholic."	36.653635	-121.796553	1191	2015-02-16 09:35:56	"09:35"
2015-02-16	"ALCOHOLIC"	"I don't think I could ever have a relationship with anyone who considers vodka their favourite alcoholic beverage. Never."	56.463405	-2.973892	227	2015-02-16 10:15:57	"10:15"
2015-02-16	"ALCOHOLIC"	"I'm almost half convinced being this close to work is setting off my inner alcoholic."	51.516393	-0.132063	639	2015-02-16 10:19:02	"10:19"
2015-02-16	"ALCOHOLIC"	"@Lizeth_garciaaa alcoholic"	29.697909	-95.165893	272	2015-02-16 11:39:57	"11:39"
2015-02-16	"ALCOHOLIC"	"Hemmmmmmm (with Koji, Guntur, and 5 others at De' Lande Alcoholic Coffee Bar)  https://t.co/IttIwDKsrf"	-8.69988	115.17761	485	2015-02-16 11:40:58	"11:40"
2015-02-16	"ALCOHOLIC"	"German dinner. #pork #german #beer #alcoholic @ Lecker Ecke http://t.co/3Cwjl2tQRq"	5.4249	100.31938	22	2015-02-16 12:04:10	"12:04"
2015-02-16	"ALCOHOLIC"	"Being a highly functional alcoholic is probably something, someone, somewhere should pay people for."	-1.046827	37.085675	722	2015-02-16 12:31:43	"12:31"
2015-02-16	"ALCOHOLIC"	"Lets make laugh  (with Ismayn., anita, and 2 others at De' Lande Alcoholic Coffee Bar)  https://t.co/0rhtTGWHnd"	-8.69997	115.17748	179	2015-02-16 12:32:26	"12:32"
2015-02-16	"ALCOHOLIC"	"Highly disappointed that this butterbeer is non-alcoholic"	51.691061	-0.417287	740	2015-02-16 12:33:46	"12:33"
2015-02-16	"ALCOHOLIC"	"With Mega , Ismayn., and Putu Rizky  at De' Lande Alcoholic Coffee Bar  https://t.co/6OSkiFcwQP"	-8.70007	115.17735	488	2015-02-16 12:50:39	"12:50"
2015-02-16	"ALCOHOLIC"	"Kokoh  (at De' Lande Alcoholic Coffee Bar)  https://t.co/exMTDbi5lP"	-8.69976	115.17751	353	2015-02-16 12:53:33	"12:53"
2015-02-16	"ALCOHOLIC"	"Cigarettes and coffee an alcoholic's best friend!  (at @kingspajkt) [pic]  https://t.co/aLNlxRTWRU"	-6.22508	106.85745	1302	2015-02-16 12:57:34	"12:57"
2015-02-16	"ALCOHOLIC"	"Sponsor is a GENIUS! To the wives pg 108. Take out word alcoholic bf husband. Now I know how to deal w/ sick (normie) ex as I stay sober #xa"	39.637391	-105.040529	300	2015-02-16 13:46:52	"13:46"
2015-02-16	"ALCOHOLIC"	"@sbaickerCSN bring loads of hard alcoholic drinks #pondhockey"	40.000833	-75.026155	35	2015-02-16 14:01:30	"14:01"
2015-02-16	"ALCOHOLIC"	"A few alcoholic beverages are a necessity tonight"	53.340911	-2.98034	126	2015-02-16 14:22:48	"14:22"
2015-02-16	"ALCOHOLIC"	"I think I'm an alcoholic"	34.932309	-81.052919	172	2015-02-16 14:25:26	"14:25"
2015-02-16	"ALCOHOLIC"	"I swear people on twitter must think I'm an alcoholic and they'd probably be right"	51.323566	-0.269837	5270	2015-02-16 14:42:11	"14:42"
2015-02-16	"ALCOHOLIC"	"people on twitter must think I'm an alcoholic and they'd probably be right"	51.323625	-0.269786	5270	2015-02-16 14:42:40	"14:42"
2015-02-16	"ALCOHOLIC"	"People on twitter must think I'm an alcoholic and they'd probably be right"	51.323571	-0.269906	5270	2015-02-16 14:43:05	"14:43"
2015-02-16	"ALCOHOLIC"	"? (with Agus, Lion, and 3 others at De' Lande Alcoholic Coffee Bar)  https://t.co/rsuIW4xQyQ"	-8.69985	115.17675	150	2015-02-16 15:08:16	"15:08"
2015-02-16	"ALCOHOLIC"	"My name is Marshall, I'm an alcoholic (Hi Marshall)I have a disease and they don't know what to call it"	44.795656	-68.661742	367	2015-02-16 15:31:10	"15:31"
2015-02-16	"ALCOHOLIC"	"Social isolation is a bigger driver if mortality than smoking or drinking more than 6 alcoholic drinks a day. #fascinating"	47.397923	8.550153	1028	2015-02-16 15:38:55	"15:38"
2015-02-16	"ALCOHOLIC"	"Swear I'm not an alcoholic. But a drink before 11 a.m isn't too bad. Cheers."	35.317883	-78.583397	638	2015-02-16 15:39:41	"15:39"
